source,target,date,year,month,day,hour,minute,second
765,1328,2004-05-28 17:06:23,2004,5,28,17,6,23
431,544,2004-05-28 17:07:40,2004,5,28,17,7,40
398,465,2004-05-28 17:09:52,2004,5,28,17,9,52
431,544,2004-05-28 17:10:10,2004,5,28,17,10,10
638,1480,2004-05-28 17:10:22,2004,5,28,17,10,22
317,482,2004-05-28 17:11:58,2004,5,28,17,11,58
204,1269,2004-05-28 17:13:53,2004,5,28,17,13,53
431,544,2004-05-28 17:14:13,2004,5,28,17,14,13
431,544,2004-05-28 17:17:25,2004,5,28,17,17,25
431,544,2004-05-28 17:21:23,2004,5,28,17,21,23
431,544,2004-05-28 17:23:51,2004,5,28,17,23,51
342,638,2004-05-28 17:23:57,2004,5,28,17,23,57
389,1472,2004-05-28 17:24:51,2004,5,28,17,24,51
431,544,2004-05-28 17:26:18,2004,5,28,17,26,18
389,1438,2004-05-28 17:26:48,2004,5,28,17,26,48
389,830,2004-05-28 17:27:21,2004,5,28,17,27,21
431,544,2004-05-28 17:28:33,2004,5,28,17,28,33
431,544,2004-05-28 17:31:27,2004,5,28,17,31,27
342,1039,2004-05-28 17:32:29,2004,5,28,17,32,29
261,835,2004-05-28 17:34:27,2004,5,28,17,34,27
1269,1091,2004-05-28 17:41:56,2004,5,28,17,41,56
317,315,2004-05-28 17:42:05,2004,5,28,17,42,5
1269,1301,2004-05-28 17:42:26,2004,5,28,17,42,26
1269,316,2004-05-28 17:42:51,2004,5,28,17,42,51
1269,1039,2004-05-28 17:43:16,2004,5,28,17,43,16
1269,437,2004-05-28 17:43:26,2004,5,28,17,43,26
714,1400,2004-05-28 17:43:49,2004,5,28,17,43,49
297,482,2004-05-28 17:44:05,2004,5,28,17,44,5
1393,283,2004-05-28 17:44:33,2004,5,28,17,44,33
297,497,2004-05-28 17:45:36,2004,5,28,17,45,36
415,1433,2004-05-28 17:54:24,2004,5,28,17,54,24
1393,1365,2004-05-28 17:55:06,2004,5,28,17,55,6
1393,1427,2004-05-28 17:56:30,2004,5,28,17,56,30
654,224,2004-05-28 17:57:23,2004,5,28,17,57,23
475,1480,2004-05-28 17:57:47,2004,5,28,17,57,47
204,1415,2004-05-28 18:01:30,2004,5,28,18,1,30
654,224,2004-05-28 18:03:37,2004,5,28,18,3,37
1246,224,2004-05-28 18:07:10,2004,5,28,18,7,10
249,402,2004-05-28 18:12:26,2004,5,28,18,12,26
105,52,2004-05-28 18:30:09,2004,5,28,18,30,9
105,621,2004-05-28 18:30:28,2004,5,28,18,30,28
1236,706,2004-05-28 18:34:55,2004,5,28,18,34,55
1021,1199,2004-05-28 18:36:14,2004,5,28,18,36,14
1244,415,2004-05-28 18:36:14,2004,5,28,18,36,14
1244,131,2004-05-28 18:36:33,2004,5,28,18,36,33
1021,1422,2004-05-28 18:36:56,2004,5,28,18,36,56
249,1021,2004-05-28 18:37:53,2004,5,28,18,37,53
352,309,2004-05-28 18:38:38,2004,5,28,18,38,38
249,1217,2004-05-28 18:39:10,2004,5,28,18,39,10
1375,1269,2004-05-28 18:40:47,2004,5,28,18,40,47
1375,1474,2004-05-28 18:43:38,2004,5,28,18,43,38
1021,1449,2004-05-28 18:44:41,2004,5,28,18,44,41
627,993,2004-05-28 18:46:51,2004,5,28,18,46,51
627,1019,2004-05-28 18:48:34,2004,5,28,18,48,34
204,1269,2004-05-28 18:50:10,2004,5,28,18,50,10
1089,765,2004-05-28 18:50:25,2004,5,28,18,50,25
1365,1412,2004-05-28 18:51:33,2004,5,28,18,51,33
1365,1393,2004-05-28 18:56:20,2004,5,28,18,56,20
840,1241,2004-05-28 18:56:28,2004,5,28,18,56,28
309,352,2004-05-28 18:56:50,2004,5,28,18,56,50
1326,1142,2004-05-28 19:00:47,2004,5,28,19,0,47
1393,1365,2004-05-28 19:04:59,2004,5,28,19,4,59
1365,1393,2004-05-28 19:10:01,2004,5,28,19,10,1
1189,1481,2004-05-28 19:10:28,2004,5,28,19,10,28
447,224,2004-05-28 19:11:39,2004,5,28,19,11,39
1037,595,2004-05-28 19:12:18,2004,5,28,19,12,18
632,838,2004-05-28 19:19:55,2004,5,28,19,19,55
1274,792,2004-05-28 19:20:02,2004,5,28,19,20,2
1215,303,2004-05-28 19:23:04,2004,5,28,19,23,4
792,1036,2004-05-28 19:25:11,2004,5,28,19,25,11
1274,792,2004-05-28 19:26:01,2004,5,28,19,26,1
609,463,2004-05-28 19:26:27,2004,5,28,19,26,27
706,740,2004-05-28 19:27:42,2004,5,28,19,27,42
792,1274,2004-05-28 19:28:48,2004,5,28,19,28,48
1189,305,2004-05-28 19:35:01,2004,5,28,19,35,1
609,80,2004-05-28 19:36:31,2004,5,28,19,36,31
1241,840,2004-05-28 19:40:47,2004,5,28,19,40,47
257,142,2004-05-28 19:42:46,2004,5,28,19,42,46
212,289,2004-05-28 19:43:18,2004,5,28,19,43,18
212,263,2004-05-28 19:44:57,2004,5,28,19,44,57
1463,373,2004-05-28 19:48:45,2004,5,28,19,48,45
257,142,2004-05-28 19:50:30,2004,5,28,19,50,30
212,1289,2004-05-28 19:50:30,2004,5,28,19,50,30
257,142,2004-05-28 19:51:41,2004,5,28,19,51,41
1248,1323,2004-05-28 19:52:57,2004,5,28,19,52,57
532,765,2004-05-28 19:54:27,2004,5,28,19,54,27
532,882,2004-05-28 19:55:31,2004,5,28,19,55,31
800,1072,2004-05-28 19:55:31,2004,5,28,19,55,31
933,1214,2004-05-28 19:56:41,2004,5,28,19,56,41
1474,1375,2004-05-28 19:57:13,2004,5,28,19,57,13
463,609,2004-05-28 19:57:37,2004,5,28,19,57,37
598,1474,2004-05-28 20:00:34,2004,5,28,20,0,34
609,463,2004-05-28 20:01:02,2004,5,28,20,1,2
298,323,2004-05-28 20:03:38,2004,5,28,20,3,38
463,609,2004-05-28 20:05:50,2004,5,28,20,5,50
352,309,2004-05-28 20:07:20,2004,5,28,20,7,20
298,323,2004-05-28 20:08:34,2004,5,28,20,8,34
609,463,2004-05-28 20:09:04,2004,5,28,20,9,4
315,263,2004-05-28 20:11:13,2004,5,28,20,11,13
1387,357,2004-05-28 20:12:17,2004,5,28,20,12,17
1142,1287,2004-05-28 20:12:30,2004,5,28,20,12,30
1387,357,2004-05-28 20:14:44,2004,5,28,20,14,44
1328,627,2004-05-28 20:17:18,2004,5,28,20,17,18
1328,840,2004-05-28 20:17:26,2004,5,28,20,17,26
257,142,2004-05-28 20:17:33,2004,5,28,20,17,33
263,315,2004-05-28 20:18:49,2004,5,28,20,18,49
1387,357,2004-05-28 20:26:10,2004,5,28,20,26,10
1344,1312,2004-05-28 20:26:45,2004,5,28,20,26,45
1387,357,2004-05-28 20:30:44,2004,5,28,20,30,44
1383,1127,2004-05-28 20:37:03,2004,5,28,20,37,3
392,1295,2004-05-28 20:40:57,2004,5,28,20,40,57
504,353,2004-05-28 20:41:09,2004,5,28,20,41,9
1142,1227,2004-05-28 20:42:57,2004,5,28,20,42,57
105,621,2004-05-28 20:50:29,2004,5,28,20,50,29
353,504,2004-05-28 20:59:06,2004,5,28,20,59,6
1,312,2004-05-28 21:01:26,2004,5,28,21,1,26
1,312,2004-05-28 21:01:47,2004,5,28,21,1,47
257,298,2004-05-28 21:03:45,2004,5,28,21,3,45
1,312,2004-05-28 21:03:58,2004,5,28,21,3,58
1142,1320,2004-05-28 21:05:10,2004,5,28,21,5,10
298,257,2004-05-28 21:05:46,2004,5,28,21,5,46
1,312,2004-05-28 21:07:56,2004,5,28,21,7,56
1142,312,2004-05-28 21:08:10,2004,5,28,21,8,10
1127,1169,2004-05-28 21:08:16,2004,5,28,21,8,16
547,1127,2004-05-28 21:08:38,2004,5,28,21,8,38
1,312,2004-05-28 21:09:31,2004,5,28,21,9,31
358,847,2004-05-28 21:11:39,2004,5,28,21,11,39
1142,312,2004-05-28 21:12:56,2004,5,28,21,12,56
9,142,2004-05-28 21:20:05,2004,5,28,21,20,5
1214,933,2004-05-28 21:26:10,2004,5,28,21,26,10
547,1127,2004-05-28 21:26:13,2004,5,28,21,26,13
1183,991,2004-05-28 21:28:25,2004,5,28,21,28,25
176,1474,2004-05-28 21:28:56,2004,5,28,21,28,56
1183,824,2004-05-28 21:31:33,2004,5,28,21,31,33
544,511,2004-05-28 21:31:47,2004,5,28,21,31,47
67,1260,2004-05-28 21:31:49,2004,5,28,21,31,49
536,993,2004-05-28 21:33:39,2004,5,28,21,33,39
257,298,2004-05-28 21:35:44,2004,5,28,21,35,44
67,52,2004-05-28 21:36:25,2004,5,28,21,36,25
797,1142,2004-05-28 21:39:08,2004,5,28,21,39,8
1142,1368,2004-05-28 21:41:30,2004,5,28,21,41,30
1142,797,2004-05-28 21:42:15,2004,5,28,21,42,15
1364,1393,2004-05-28 21:42:20,2004,5,28,21,42,20
1158,1072,2004-05-28 21:44:36,2004,5,28,21,44,36
511,544,2004-05-28 21:44:53,2004,5,28,21,44,53
454,1269,2004-05-28 21:45:58,2004,5,28,21,45,58
454,1326,2004-05-28 21:46:29,2004,5,28,21,46,29
1169,1127,2004-05-28 21:48:16,2004,5,28,21,48,16
1183,1482,2004-05-28 21:49:13,2004,5,28,21,49,13
1340,1326,2004-05-28 21:49:34,2004,5,28,21,49,34
439,778,2004-05-28 21:51:04,2004,5,28,21,51,4
504,353,2004-05-28 21:53:11,2004,5,28,21,53,11
991,358,2004-05-28 21:54:45,2004,5,28,21,54,45
358,991,2004-05-28 21:55:33,2004,5,28,21,55,33
991,358,2004-05-28 21:56:04,2004,5,28,21,56,4
346,838,2004-05-28 21:58:18,2004,5,28,21,58,18
1127,1169,2004-05-28 22:01:57,2004,5,28,22,1,57
358,991,2004-05-28 22:02:43,2004,5,28,22,2,43
1421,1449,2004-05-28 22:09:15,2004,5,28,22,9,15
1244,131,2004-05-28 22:09:36,2004,5,28,22,9,36
250,263,2004-05-28 22:10:20,2004,5,28,22,10,20
1421,236,2004-05-28 22:10:40,2004,5,28,22,10,40
105,439,2004-05-28 22:20:59,2004,5,28,22,20,59
32,799,2004-05-28 22:26:52,2004,5,28,22,26,52
809,67,2004-05-28 22:28:33,2004,5,28,22,28,33
12,343,2004-05-28 22:30:29,2004,5,28,22,30,29
32,482,2004-05-28 22:31:13,2004,5,28,22,31,13
9,766,2004-05-28 22:31:25,2004,5,28,22,31,25
12,142,2004-05-28 22:31:28,2004,5,28,22,31,28
481,586,2004-05-28 22:34:40,2004,5,28,22,34,40
586,481,2004-05-28 22:35:16,2004,5,28,22,35,16
993,536,2004-05-28 22:36:01,2004,5,28,22,36,1
250,1453,2004-05-28 22:38:47,2004,5,28,22,38,47
250,1420,2004-05-28 22:48:22,2004,5,28,22,48,22
933,1214,2004-05-28 22:49:44,2004,5,28,22,49,44
1033,463,2004-05-28 22:53:09,2004,5,28,22,53,9
105,52,2004-05-28 22:53:21,2004,5,28,22,53,21
1402,1213,2004-05-28 22:58:08,2004,5,28,22,58,8
1118,632,2004-05-28 23:16:38,2004,5,28,23,16,38
1387,12,2004-05-28 23:18:11,2004,5,28,23,18,11
1461,1253,2004-05-28 23:21:44,2004,5,28,23,21,44
1280,1287,2004-05-28 23:23:12,2004,5,28,23,23,12
1214,933,2004-05-28 23:28:18,2004,5,28,23,28,18
871,260,2004-05-28 23:28:40,2004,5,28,23,28,40
831,325,2004-05-28 23:35:32,2004,5,28,23,35,32
199,1364,2004-05-28 23:42:09,2004,5,28,23,42,9
578,6,2004-05-28 23:42:43,2004,5,28,23,42,43
847,358,2004-05-28 23:44:57,2004,5,28,23,44,57
72,1039,2004-05-28 23:45:40,2004,5,28,23,45,40
252,766,2004-05-28 23:47:52,2004,5,28,23,47,52
542,352,2004-05-28 23:50:59,2004,5,28,23,50,59
864,993,2004-05-28 23:52:25,2004,5,28,23,52,25
864,990,2004-05-28 23:53:16,2004,5,28,23,53,16
1422,1021,2004-05-28 23:56:12,2004,5,28,23,56,12
357,1431,2004-05-28 23:56:46,2004,5,28,23,56,46
933,1214,2004-05-29 00:02:40,2004,5,29,0,2,40
220,482,2004-05-29 00:24:10,2004,5,29,0,24,10
811,58,2004-05-29 00:30:48,2004,5,29,0,30,48
42,1482,2004-05-29 00:37:05,2004,5,29,0,37,5
919,60,2004-05-29 00:39:36,2004,5,29,0,39,36
468,329,2004-05-29 00:53:14,2004,5,29,0,53,14
19,1483,2004-05-29 00:54:54,2004,5,29,0,54,54
1246,224,2004-05-29 00:56:39,2004,5,29,0,56,39
189,712,2004-05-29 01:00:50,2004,5,29,1,0,50
792,1036,2004-05-29 01:03:43,2004,5,29,1,3,43
770,97,2004-05-29 01:03:45,2004,5,29,1,3,45
536,993,2004-05-29 01:11:08,2004,5,29,1,11,8
792,142,2004-05-29 01:13:13,2004,5,29,1,13,13
843,575,2004-05-29 01:17:53,2004,5,29,1,17,53
843,575,2004-05-29 01:18:01,2004,5,29,1,18,1
843,575,2004-05-29 01:18:14,2004,5,29,1,18,14
358,847,2004-05-29 01:18:52,2004,5,29,1,18,52
298,257,2004-05-29 01:19:19,2004,5,29,1,19,19
6,578,2004-05-29 01:19:42,2004,5,29,1,19,42
6,753,2004-05-29 01:23:40,2004,5,29,1,23,40
1272,862,2004-05-29 01:25:33,2004,5,29,1,25,33
993,536,2004-05-29 01:28:19,2004,5,29,1,28,19
1423,325,2004-05-29 01:28:52,2004,5,29,1,28,52
358,1484,2004-05-29 01:32:25,2004,5,29,1,32,25
358,1484,2004-05-29 01:32:32,2004,5,29,1,32,32
325,1423,2004-05-29 01:36:50,2004,5,29,1,36,50
793,863,2004-05-29 01:43:23,2004,5,29,1,43,23
341,1423,2004-05-29 01:48:54,2004,5,29,1,48,54
249,282,2004-05-29 01:49:54,2004,5,29,1,49,54
32,799,2004-05-29 01:51:06,2004,5,29,1,51,6
1018,1335,2004-05-29 01:51:46,2004,5,29,1,51,46
864,993,2004-05-29 01:56:08,2004,5,29,1,56,8
6,1020,2004-05-29 01:58:21,2004,5,29,1,58,21
1246,224,2004-05-29 02:03:02,2004,5,29,2,3,2
758,741,2004-05-29 02:05:11,2004,5,29,2,5,11
249,1485,2004-05-29 02:05:49,2004,5,29,2,5,49
125,131,2004-05-29 02:07:10,2004,5,29,2,7,10
1468,575,2004-05-29 02:07:41,2004,5,29,2,7,41
1468,755,2004-05-29 02:09:12,2004,5,29,2,9,12
536,993,2004-05-29 02:15:02,2004,5,29,2,15,2
204,645,2004-05-29 02:17:07,2004,5,29,2,17,7
1173,1323,2004-05-29 02:23:51,2004,5,29,2,23,51
249,1359,2004-05-29 02:25:04,2004,5,29,2,25,4
1189,543,2004-05-29 02:39:31,2004,5,29,2,39,31
1302,338,2004-05-29 02:41:20,2004,5,29,2,41,20
1403,357,2004-05-29 02:49:34,2004,5,29,2,49,34
644,1420,2004-05-29 02:56:22,2004,5,29,2,56,22
644,1420,2004-05-29 02:56:25,2004,5,29,2,56,25
644,1420,2004-05-29 02:56:30,2004,5,29,2,56,30
765,532,2004-05-29 02:59:23,2004,5,29,2,59,23
1072,1158,2004-05-29 03:00:56,2004,5,29,3,0,56
1236,706,2004-05-29 03:02:33,2004,5,29,3,2,33
1236,1043,2004-05-29 03:03:18,2004,5,29,3,3,18
1486,135,2004-05-29 03:04:41,2004,5,29,3,4,41
1190,50,2004-05-29 03:14:03,2004,5,29,3,14,3
1089,765,2004-05-29 03:29:30,2004,5,29,3,29,30
1283,699,2004-05-29 03:49:53,2004,5,29,3,49,53
245,1283,2004-05-29 03:52:20,2004,5,29,3,52,20
245,1283,2004-05-29 03:54:07,2004,5,29,3,54,7
245,191,2004-05-29 03:55:21,2004,5,29,3,55,21
245,1049,2004-05-29 03:57:19,2004,5,29,3,57,19
245,1283,2004-05-29 03:59:39,2004,5,29,3,59,39
400,822,2004-05-29 04:14:14,2004,5,29,4,14,14
249,1487,2004-05-29 04:18:16,2004,5,29,4,18,16
400,776,2004-05-29 04:18:38,2004,5,29,4,18,38
400,396,2004-05-29 04:20:56,2004,5,29,4,20,56
1488,576,2004-05-29 04:22:49,2004,5,29,4,22,49
254,758,2004-05-29 04:32:47,2004,5,29,4,32,47
704,1487,2004-05-29 04:45:05,2004,5,29,4,45,5
1313,507,2004-05-29 04:47:17,2004,5,29,4,47,17
704,1478,2004-05-29 04:47:24,2004,5,29,4,47,24
1101,638,2004-05-29 04:52:00,2004,5,29,4,52,0
1340,58,2004-05-29 04:52:58,2004,5,29,4,52,58
1284,793,2004-05-29 04:54:46,2004,5,29,4,54,46
704,1489,2004-05-29 04:55:45,2004,5,29,4,55,45
701,782,2004-05-29 05:02:40,2004,5,29,5,2,40
1271,1,2004-05-29 05:07:35,2004,5,29,5,7,35
1344,1283,2004-05-29 05:13:09,2004,5,29,5,13,9
322,1056,2004-05-29 05:20:15,2004,5,29,5,20,15
94,516,2004-05-29 05:20:46,2004,5,29,5,20,46
317,1260,2004-05-29 05:46:17,2004,5,29,5,46,17
1018,755,2004-05-29 05:46:37,2004,5,29,5,46,37
1018,755,2004-05-29 05:47:57,2004,5,29,5,47,57
42,358,2004-05-29 05:49:46,2004,5,29,5,49,46
1018,1485,2004-05-29 05:55:58,2004,5,29,5,55,58
645,144,2004-05-29 06:00:40,2004,5,29,6,0,40
1018,1485,2004-05-29 06:04:41,2004,5,29,6,4,41
97,1480,2004-05-29 06:16:44,2004,5,29,6,16,44
1313,507,2004-05-29 06:22:08,2004,5,29,6,22,8
1018,1440,2004-05-29 06:23:35,2004,5,29,6,23,35
1189,1407,2004-05-29 06:26:26,2004,5,29,6,26,26
1189,835,2004-05-29 06:29:01,2004,5,29,6,29,1
1169,1127,2004-05-29 06:29:12,2004,5,29,6,29,12
85,322,2004-05-29 06:32:28,2004,5,29,6,32,28
994,378,2004-05-29 06:41:21,2004,5,29,6,41,21
994,632,2004-05-29 06:44:25,2004,5,29,6,44,25
792,1413,2004-05-29 06:47:35,2004,5,29,6,47,35
871,738,2004-05-29 06:48:16,2004,5,29,6,48,16
72,1253,2004-05-29 06:49:38,2004,5,29,6,49,38
871,452,2004-05-29 06:55:19,2004,5,29,6,55,19
1406,1184,2004-05-29 06:56:47,2004,5,29,6,56,47
787,1490,2004-05-29 06:58:42,2004,5,29,6,58,42
250,1184,2004-05-29 06:58:44,2004,5,29,6,58,44
1406,1184,2004-05-29 06:59:07,2004,5,29,6,59,7
1189,1282,2004-05-29 07:02:17,2004,5,29,7,2,17
323,421,2004-05-29 07:04:55,2004,5,29,7,4,55
871,364,2004-05-29 07:06:17,2004,5,29,7,6,17
1406,1487,2004-05-29 07:07:40,2004,5,29,7,7,40
1252,787,2004-05-29 07:09:01,2004,5,29,7,9,1
1252,787,2004-05-29 07:09:27,2004,5,29,7,9,27
1397,473,2004-05-29 07:17:42,2004,5,29,7,17,42
787,1252,2004-05-29 07:18:18,2004,5,29,7,18,18
80,609,2004-05-29 07:22:14,2004,5,29,7,22,14
1252,787,2004-05-29 07:23:40,2004,5,29,7,23,40
502,994,2004-05-29 07:26:34,2004,5,29,7,26,34
1236,706,2004-05-29 07:28:15,2004,5,29,7,28,15
502,998,2004-05-29 07:29:38,2004,5,29,7,29,38
1189,523,2004-05-29 07:31:49,2004,5,29,7,31,49
475,250,2004-05-29 07:32:33,2004,5,29,7,32,33
1189,523,2004-05-29 07:32:55,2004,5,29,7,32,55
792,1413,2004-05-29 07:34:11,2004,5,29,7,34,11
1158,1072,2004-05-29 07:38:40,2004,5,29,7,38,40
1321,198,2004-05-29 07:42:17,2004,5,29,7,42,17
421,1395,2004-05-29 07:42:45,2004,5,29,7,42,45
1284,578,2004-05-29 07:45:53,2004,5,29,7,45,53
871,250,2004-05-29 07:48:09,2004,5,29,7,48,9
85,1236,2004-05-29 07:55:30,2004,5,29,7,55,30
1105,1440,2004-05-29 07:55:36,2004,5,29,7,55,36
643,1365,2004-05-29 07:57:22,2004,5,29,7,57,22
643,1371,2004-05-29 07:57:33,2004,5,29,7,57,33
298,323,2004-05-29 07:59:56,2004,5,29,7,59,56
250,1056,2004-05-29 08:10:13,2004,5,29,8,10,13
538,48,2004-05-29 08:11:13,2004,5,29,8,11,13
847,358,2004-05-29 08:15:30,2004,5,29,8,15,30
871,1491,2004-05-29 08:19:44,2004,5,29,8,19,44
298,323,2004-05-29 08:21:08,2004,5,29,8,21,8
128,1381,2004-05-29 08:22:58,2004,5,29,8,22,58
261,835,2004-05-29 08:33:48,2004,5,29,8,33,48
1440,1105,2004-05-29 08:43:03,2004,5,29,8,43,3
72,1253,2004-05-29 08:44:44,2004,5,29,8,44,44
9,994,2004-05-29 08:46:26,2004,5,29,8,46,26
1021,1422,2004-05-29 08:54:04,2004,5,29,8,54,4
1103,1441,2004-05-29 08:57:51,2004,5,29,8,57,51
9,654,2004-05-29 08:58:44,2004,5,29,8,58,44
1339,1491,2004-05-29 09:00:25,2004,5,29,9,0,25
1018,1491,2004-05-29 09:01:41,2004,5,29,9,1,41
1072,1158,2004-05-29 09:02:32,2004,5,29,9,2,32
749,1383,2004-05-29 09:03:06,2004,5,29,9,3,6
1072,1158,2004-05-29 09:03:19,2004,5,29,9,3,19
1018,1491,2004-05-29 09:09:35,2004,5,29,9,9,35
1339,1491,2004-05-29 09:10:46,2004,5,29,9,10,46
1339,1491,2004-05-29 09:14:56,2004,5,29,9,14,56
1492,638,2004-05-29 09:20:18,2004,5,29,9,20,18
128,1381,2004-05-29 09:22:56,2004,5,29,9,22,56
254,758,2004-05-29 09:30:16,2004,5,29,9,30,16
375,912,2004-05-29 09:32:41,2004,5,29,9,32,41
1444,1168,2004-05-29 09:39:19,2004,5,29,9,39,19
341,6,2004-05-29 09:50:38,2004,5,29,9,50,38
1493,1474,2004-05-29 09:50:53,2004,5,29,9,50,53
809,1494,2004-05-29 09:51:31,2004,5,29,9,51,31
1493,1449,2004-05-29 09:52:51,2004,5,29,9,52,51
1493,1474,2004-05-29 09:53:45,2004,5,29,9,53,45
338,1302,2004-05-29 09:56:06,2004,5,29,9,56,6
1235,52,2004-05-29 10:29:45,2004,5,29,10,29,45
101,198,2004-05-29 11:15:12,2004,5,29,11,15,12
101,282,2004-05-29 11:17:03,2004,5,29,11,17,3
809,542,2004-05-29 11:18:44,2004,5,29,11,18,44
809,542,2004-05-29 11:18:46,2004,5,29,11,18,46
809,560,2004-05-29 11:20:03,2004,5,29,11,20,3
993,536,2004-05-29 11:23:27,2004,5,29,11,23,27
1244,1317,2004-05-29 11:28:04,2004,5,29,11,28,4
1207,797,2004-05-29 11:45:14,2004,5,29,11,45,14
1168,520,2004-05-29 12:22:22,2004,5,29,12,22,22
1402,993,2004-05-29 12:24:39,2004,5,29,12,24,39
497,1491,2004-05-29 15:15:15,2004,5,29,15,15,15
1038,781,2004-05-29 15:58:25,2004,5,29,15,58,25
32,799,2004-05-29 16:01:46,2004,5,29,16,1,46
536,1317,2004-05-29 16:04:34,2004,5,29,16,4,34
536,795,2004-05-29 16:05:38,2004,5,29,16,5,38
536,993,2004-05-29 16:05:58,2004,5,29,16,5,58
32,52,2004-05-29 16:09:32,2004,5,29,16,9,32
1393,1365,2004-05-29 17:21:10,2004,5,29,17,21,10
1393,1364,2004-05-29 17:22:38,2004,5,29,17,22,38
1393,1492,2004-05-29 17:24:21,2004,5,29,17,24,21
1393,1492,2004-05-29 17:24:44,2004,5,29,17,24,44
576,1488,2004-05-29 17:33:22,2004,5,29,17,33,22
1339,576,2004-05-29 17:34:43,2004,5,29,17,34,43
272,306,2004-05-29 17:37:48,2004,5,29,17,37,48
706,1236,2004-05-29 17:41:22,2004,5,29,17,41,22
272,1296,2004-05-29 17:55:57,2004,5,29,17,55,57
758,741,2004-05-29 18:41:29,2004,5,29,18,41,29
598,488,2004-05-29 18:57:19,2004,5,29,18,57,19
297,795,2004-05-29 19:04:42,2004,5,29,19,4,42
297,738,2004-05-29 19:05:19,2004,5,29,19,5,19
713,1476,2004-05-29 19:26:26,2004,5,29,19,26,26
132,30,2004-05-29 19:28:57,2004,5,29,19,28,57
713,1154,2004-05-29 19:31:43,2004,5,29,19,31,43
713,1449,2004-05-29 19:33:41,2004,5,29,19,33,41
358,847,2004-05-29 19:34:51,2004,5,29,19,34,51
142,1415,2004-05-29 19:39:38,2004,5,29,19,39,38
42,358,2004-05-29 19:44:51,2004,5,29,19,44,51
254,758,2004-05-29 19:50:13,2004,5,29,19,50,13
1440,1495,2004-05-29 19:54:42,2004,5,29,19,54,42
1158,1072,2004-05-29 19:58:59,2004,5,29,19,58,59
50,1496,2004-05-29 20:00:03,2004,5,29,20,0,3
172,1497,2004-05-29 20:01:52,2004,5,29,20,1,52
1158,1498,2004-05-29 20:08:14,2004,5,29,20,8,14
1291,252,2004-05-29 20:19:58,2004,5,29,20,19,58
1291,252,2004-05-29 20:24:15,2004,5,29,20,24,15
1072,1158,2004-05-29 20:38:55,2004,5,29,20,38,55
1072,370,2004-05-29 20:39:20,2004,5,29,20,39,20
389,830,2004-05-29 21:10:49,2004,5,29,21,10,49
389,1472,2004-05-29 21:12:36,2004,5,29,21,12,36
204,645,2004-05-29 21:24:06,2004,5,29,21,24,6
204,1227,2004-05-29 21:24:16,2004,5,29,21,24,16
204,542,2004-05-29 21:25:29,2004,5,29,21,25,29
509,1395,2004-05-29 21:31:54,2004,5,29,21,31,54
1487,844,2004-05-29 21:32:58,2004,5,29,21,32,58
704,1487,2004-05-29 21:44:17,2004,5,29,21,44,17
67,809,2004-05-29 21:45:07,2004,5,29,21,45,7
1413,509,2004-05-29 21:47:38,2004,5,29,21,47,38
509,1413,2004-05-29 21:48:35,2004,5,29,21,48,35
509,52,2004-05-29 21:50:26,2004,5,29,21,50,26
509,1413,2004-05-29 21:52:27,2004,5,29,21,52,27
681,52,2004-05-29 21:54:02,2004,5,29,21,54,2
1496,824,2004-05-29 21:54:36,2004,5,29,21,54,36
824,1496,2004-05-29 21:57:03,2004,5,29,21,57,3
52,681,2004-05-29 22:07:02,2004,5,29,22,7,2
509,364,2004-05-29 22:19:18,2004,5,29,22,19,18
1281,1253,2004-05-29 22:24:04,2004,5,29,22,24,4
1281,540,2004-05-29 22:25:14,2004,5,29,22,25,14
1235,52,2004-05-29 22:43:53,2004,5,29,22,43,53
809,1449,2004-05-29 22:50:24,2004,5,29,22,50,24
357,1136,2004-05-29 22:58:26,2004,5,29,22,58,26
1281,1253,2004-05-29 23:04:06,2004,5,29,23,4,6
520,1168,2004-05-29 23:10:39,2004,5,29,23,10,39
257,298,2004-05-29 23:11:41,2004,5,29,23,11,41
50,1496,2004-05-29 23:12:55,2004,5,29,23,12,55
509,1413,2004-05-29 23:27:59,2004,5,29,23,27,59
32,52,2004-05-29 23:35:12,2004,5,29,23,35,12
32,1497,2004-05-29 23:39:42,2004,5,29,23,39,42
204,1227,2004-05-29 23:48:14,2004,5,29,23,48,14
1281,1283,2004-05-30 00:09:04,2004,5,30,0,9,4
1281,1283,2004-05-30 00:09:26,2004,5,30,0,9,26
1281,1283,2004-05-30 00:10:02,2004,5,30,0,10,2
1281,1499,2004-05-30 00:10:23,2004,5,30,0,10,23
1142,1320,2004-05-30 00:11:38,2004,5,30,0,11,38
389,1472,2004-05-30 00:12:27,2004,5,30,0,12,27
1072,370,2004-05-30 00:13:31,2004,5,30,0,13,31
52,1283,2004-05-30 00:40:39,2004,5,30,0,40,39
766,252,2004-05-30 00:43:35,2004,5,30,0,43,35
1260,67,2004-05-30 00:48:50,2004,5,30,0,48,50
1496,824,2004-05-30 00:50:40,2004,5,30,0,50,40
1395,421,2004-05-30 00:54:25,2004,5,30,0,54,25
252,766,2004-05-30 01:05:47,2004,5,30,1,5,47
792,1036,2004-05-30 01:13:09,2004,5,30,1,13,9
67,1260,2004-05-30 01:19:39,2004,5,30,1,19,39
617,250,2004-05-30 01:20:37,2004,5,30,1,20,37
204,1500,2004-05-30 01:24:40,2004,5,30,1,24,40
